repetition,apk,config,num_flows,time,total_TP,detected_TP,total_FP,detected_FP,completed,option_under_investigation,true_positive,successful,time2,total time,completed3,category_precision,category_recall,category_fmeasure,run_precision,run_recall,run_fmeasure,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,analyzeframeworks,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
2,protect.budgetwatch_29.apk,config_FlowDroid_singlejoinpointabstraction.xml,10,112962.3426,2,0,23,2,1,singlejoinpointabstraction,TRUE,TRUE,16593,2281580,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2,protect.budgetwatch_29.apk,config_FlowDroid_staticmodefins.xml,10,110170.5855,2,0,23,2,1,staticmode,TRUE,TRUE,3711,1997431,1,1,0.7,0.823529412,0.882978723,0.51875,0.653543307,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,FLOWINSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,protect.budgetwatch_29.apk,config_FlowDroid_staticmodenone.xml,10,125300.8542,2,0,23,2,1,staticmode,TRUE,TRUE,3725,1997421,1,1,0.6,0.75,0.883116883,0.425,0.573839662,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,NONE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,protect.budgetwatch_29.apk,config_FlowDroid_taintwrapperdefaultfallback.xml,19,119573.5646,2,1,23,7,1,taintwrapper,TRUE,TRUE,3726,2009630,1,1,0.7,0.823529412,0.882978723,0.51875,0.653543307,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,protect.budgetwatch_29.apk,config_FlowDroid_taintwrappereasy.xml,0,67200.1153,2,0,23,0,1,taintwrapper,TRUE,TRUE,3710,1987484,1,1,0.8,0.888888889,0.885416667,0.53125,0.6640625,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,protect.budgetwatch_29.apk,config_FlowDroid_taintwrappernone.xml,0,85347.46694,2,0,23,0,1,taintwrapper,TRUE,TRUE,3720,1987555,1,1,0.4,0.571428571,0.911764706,0.3875,0.543859649,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aliasalgolazy.xml,0,37312.83322,1,0,2,0,1,aliasalgo,TRUE,TRUE,16028,2964245,1,1,0.5,0.666666667,0.871428571,0.38125,0.530434783,LAZY,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aliasalgonone.xml,0,58157.0398,1,0,2,0,1,aliasalgo,TRUE,TRUE,16064,2876387,1,1,0.7,0.823529412,0.914634146,0.46875,0.619834711,NONE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aliasalgoptsbased.xml,0,41217.40614,1,0,2,0,1,aliasalgo,TRUE,TRUE,16088,2863796,1,1,0.7,0.823529412,0.852941176,0.3625,0.50877193,PTSBASED,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aliasflowins.xml,0,37240.02874,1,0,2,0,1,aliasflowins,TRUE,TRUE,15628,2917833,1,1,0.7,0.823529412,0.864583333,0.51875,0.6484375,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_analyzeframeworks.xml,0,31427.30237,1,0,2,0,1,analyzeframeworks,TRUE,TRUE,15791,3154861,1,1,0.4,0.571428571,0.911764706,0.3875,0.543859649,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength1.xml,0,33435.9322,1,0,2,0,1,aplength,TRUE,TRUE,15706,3002250,1,1,0.7,0.823529412,0.863157895,0.5125,0.643137255,FLOWSENSITIVE,1,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength10.xml,0,30984.71636,1,0,2,0,1,aplength,TRUE,TRUE,15852,2906433,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,10,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength2.xml,0,38023.52237,1,0,2,0,1,aplength,TRUE,TRUE,15768,2976261,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength20.xml,0,32730.1293,1,0,2,0,1,aplength,TRUE,TRUE,15589,2959831,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,20,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength3.xml,0,34710.49396,1,0,2,0,1,aplength,TRUE,TRUE,15435,2975892,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength4.xml,0,39049.10602,1,0,2,0,1,aplength,TRUE,TRUE,15450,2983679,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,4,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength5.xml,0,37714.45339,1,0,2,0,1,aplength,TRUE,TRUE,15674,2949821,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_aplength7.xml,0,29929.81489,1,0,2,0,1,aplength,TRUE,TRUE,16048,2995964,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_callbackanalyzerfast.xml,0,34267.4214,1,0,2,0,1,callbackanalyzer,TRUE,TRUE,15193,2906185,1,1,0.7,0.823529412,0.886075949,0.4375,0.585774059,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_cgalgocha.xml,0,40689.45597,1,0,2,0,1,cgalgo,TRUE,TRUE,15780,2884968,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_cgalgogeom.xml,0,46502.58777,1,0,2,0,1,cgalgo,TRUE,TRUE,17526,3310914,1,1,0.7,0.823529412,0.9,0.50625,0.648,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,GEOM,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_cgalgorta.xml,0,33350.33986,1,0,2,0,1,cgalgo,TRUE,TRUE,15205,2969255,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_cgalgovta.xml,0,48959.42283,1,0,2,0,1,cgalgo,TRUE,TRUE,15573,3004185,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,VTA,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_codeeliminationnone.xml,0,38387.62733,1,0,2,0,1,codeelimination,TRUE,TRUE,15449,2923651,1,1,0.7,0.823529412,0.872340426,0.5125,0.645669291,FLOWSENSITIVE,5,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_codeeliminationrc.xml,0,36879.66856,1,0,2,0,1,codeelimination,TRUE,TRUE,15274,2994339,1,1,0.7,0.823529412,0.880434783,0.50625,0.642857143,FLOWSENSITIVE,5,DEFAULT,REMOVECODE,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_dataflowsolverfins.xml,0,41796.31253,1,0,2,0,1,dataflowsolver,TRUE,TRUE,15164,2959214,1,1,0.9,0.947368421,0.837837838,0.58125,0.686346863,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_enablereflection.xml,0,52582.16025,1,0,2,0,1,enablereflection,TRUE,TRUE,17484,2275866,1,1,0.7,0.823529412,0.885416667,0.53125,0.6640625,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_implicitall.xml,0,24449.59725,1,0,2,0,1,implicit,TRUE,TRUE,15544,3006212,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ALL,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_implicitarronly.xml,0,31707.46804,1,0,2,0,1,implicit,TRUE,TRUE,15168,2966654,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain1.xml,0,39921.59754,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15466,3146889,1,1,0.5,0.666666667,0.878787879,0.3625,0.513274336,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain100.xml,0,37750.16909,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15226,2920798,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,100,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain110.xml,0,31174.93348,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15922,3011437,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,110,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain120.xml,0,34870.72455,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15653,3010993,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,120,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain150.xml,0,33713.43024,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15728,2984340,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,150,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain200.xml,0,36114.56534,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,16055,3003253,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,200,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain50.xml,0,38691.00383,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15808,2984549,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,50,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain600.xml,0,36872.54742,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15540,2975878,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,600,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain80.xml,0,44823.77344,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15816,3003383,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,80,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbackchain90.xml,0,37854.09741,1,0,2,0,1,maxcallbackchain,TRUE,TRUE,15187,2931486,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,90,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks1.xml,0,36734.07056,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4908,2845751,1,1,0.5,0.666666667,0.884057971,0.38125,0.532751092,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,1,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks110.xml,0,40142.64361,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4862,2232825,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,110,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks120.xml,0,32840.87325,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4752,2232229,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,120,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks150.xml,0,45336.45135,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4784,2845288,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,150,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks200.xml,0,41555.66418,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4748,2232534,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,200,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks50.xml,0,49379.83148,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4945,2256676,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,50,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks600.xml,0,32755.27363,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4849,2660771,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,600,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks80.xml,0,37828.80009,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4905,2856364,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,80,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_maxcallbacks90.xml,0,28526.46143,1,0,2,0,1,maxcallbacks,TRUE,TRUE,4936,2256694,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,90,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_nocallbacks.xml,0,43381.25615,1,0,2,0,1,nocallbacks,TRUE,TRUE,15792,3139341,1,1,0.4,0.571428571,0.876923077,0.35625,0.506666667,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_noexceptions.xml,0,28029.6076,1,0,2,0,1,noexceptions,TRUE,TRUE,15732,2984838,1,1,0.7,0.823529412,0.887640449,0.49375,0.634538153,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,pt.isec.tp.am_4.apk,config_FlowDroid_nothischainreduction.xml,0,36868.17292,1,0,2,0,1,nothischainreduction,TRUE,TRUE,15609,3003800,1,1,0.7,0.823529412,0.88172043,0.5125,0.648221344,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,NONE,100,-1,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
